date,data
2019-03-16 19:00:00,"245.918.086.160.523.000,00"
2019-03-16 20:00:00,"241.021.898.631.664.000,00"
2019-03-16 21:00:00,"2.319.149.715.967.840.000,00"
2019-03-16 22:00:00,"2.236.253.709.539.970.000,00"
2019-03-16 23:00:00,"2.168.606.387.754.140.000,00"
2019-03-17 00:00:00,"2.127.764.436.586.160.000,00"
2019-03-17 01:00:00,"2.037.042.371.333.530.000,00"
2019-03-17 02:00:00,"1.928.767.089.355.280.000,00"
2019-03-17 03:00:00,"1.877.262.051.810.430.000,00"
2019-03-17 04:00:00,"185.049.864.905.578.000,00"
2019-03-17 05:00:00,"1.861.514.536.243.910.000,00"
2019-03-17 06:00:00,"19.166.185.211.281.900,00"
2019-03-17 07:00:00,"1.981.793.168.617.240.000,00"
2019-03-17 08:00:00,"206.062.912.273.133.000,00"
2019-03-17 09:00:00,"2.138.512.090.463.710.000,00"
2019-03-17 10:00:00,"215.069.856.514.788.000,00"
2019-03-17 11:00:00,"2.144.058.527.162.400.000,00"
2019-03-17 12:00:00,"2.130.769.606.351.450.000,00"
2019-03-17 13:00:00,"2.149.554.060.904.450.000,00"
2019-03-17 14:00:00,"2.172.504.344.837.160.000,00"
2019-03-17 15:00:00,"2.219.764.400.709.760.000,00"
2019-03-17 16:00:00,"2.325.266.735.099.070.000,00"
2019-03-17 17:00:00,"2.446.953.682.606.430.000,00"
2019-03-17 18:00:00,"2.543.781.214.546.230.000,00"
2019-03-17 19:00:00,"2.542.047.716.162.530.000,00"
2019-03-17 20:00:00,"246.874.059.932.064.000,00"
2019-03-17 21:00:00,"2.337.629.204.048.270.000,00"
2019-03-17 22:00:00,"2.212.963.531.042.100.000,00"
2019-03-17 23:00:00,"2.130.117.886.050.070.000,00"
2019-03-18 00:00:00,"2.088.943.621.608.340.000,00"
2019-03-18 01:00:00,"1.995.575.866.158.400.000,00"
2019-03-18 02:00:00,"189.883.488.729.560.000,00"
2019-03-18 03:00:00,"1.856.144.364.570.640.000,00"
2019-03-18 04:00:00,"1.875.677.200.890.570.000,00"
2019-03-18 05:00:00,"19.638.478.908.212.500,00"
2019-03-18 06:00:00,"2.186.540.654.626.890.000,00"
2019-03-18 07:00:00,"2.425.654.495.640.000.000,00"
2019-03-18 08:00:00,"2.474.244.707.142.260.000,00"
2019-03-18 09:00:00,"2.445.777.318.888.350.000,00"
2019-03-18 10:00:00,"2.428.550.458.707.510.000,00"
2019-03-18 11:00:00,"2.416.373.280.130.670.000,00"
2019-03-18 12:00:00,"2.414.173.442.071.400.000,00"
2019-03-18 13:00:00,"246.157.636.918.581.000,00"
2019-03-18 14:00:00,"2.547.317.616.231.480.000,00"
2019-03-18 15:00:00,"257.656.082.330.698.000,00"
2019-03-18 16:00:00,"263.842.208.543.328.000,00"
2019-03-18 17:00:00,"2.719.404.718.313.250.000,00"
2019-03-18 18:00:00,"2.758.431.672.214.810.000,00"
2019-03-18 19:00:00,"2.735.013.424.044.080.000,00"
2019-03-18 20:00:00,"26.322.149.933.397.500,00"
2019-03-18 21:00:00,"2.479.248.539.983.880.000,00"
2019-03-18 22:00:00,"233.386.437.083.237.000,00"
2019-03-18 23:00:00,"2.244.810.009.184.370.000,00"
2019-03-19 00:00:00,"2.198.805.288.815.430.000,00"
2019-03-19 01:00:00,"210.104.832.664.939.000,00"
2019-03-19 02:00:00,"19.882.175.910.647.100,00"
2019-03-19 03:00:00,"1.929.200.576.768.040.000,00"
2019-03-19 04:00:00,"1.924.267.231.885.900.000,00"
2019-03-19 05:00:00,"2.010.417.778.414.570.000,00"
2019-03-19 06:00:00,"2.226.156.783.175.650.000,00"
2019-03-19 07:00:00,"24.528.198.873.466.500,00"
2019-03-19 08:00:00,"249.349.450.858.266.000,00"
2019-03-19 09:00:00,"2.472.869.605.284.920.000,00"
2019-03-19 10:00:00,"245.770.034.369.582.000,00"
2019-03-19 11:00:00,"2.448.909.926.552.210.000,00"
2019-03-19 12:00:00,"2.445.736.704.827.190.000,00"
2019-03-19 13:00:00,"2.481.130.144.310.610.000,00"
2019-03-19 14:00:00,"2.523.780.865.255.640.000,00"
2019-03-19 15:00:00,"256.724.386.742.383.000,00"
2019-03-19 16:00:00,"2.662.728.427.741.330.000,00"
2019-03-19 17:00:00,"2.741.400.301.048.340.000,00"
2019-03-19 18:00:00,"2.753.732.444.831.870.000,00"
2019-03-19 19:00:00,"2.760.349.738.943.100.000,00"
2019-03-19 20:00:00,"2.685.348.022.962.750.000,00"
2019-03-19 21:00:00,"25.449.083.901.235.800,00"
2019-03-19 22:00:00,"2.407.308.131.426.700.000,00"
2019-03-19 23:00:00,"2.298.656.853.495.600.000,00"
2019-03-20 00:00:00,"224.876.645.051.545.000,00"
2019-03-20 01:00:00,"2.132.591.462.881.540.000,00"
2019-03-20 02:00:00,"2.014.137.033.628.490.000,00"
2019-03-20 03:00:00,"1.954.374.976.943.250.000,00"
2019-03-20 04:00:00,"196.566.965.709.786.000,00"
2019-03-20 05:00:00,"204.426.210.735.194.000,00"
2019-03-20 06:00:00,"2.256.123.462.060.580.000,00"
2019-03-20 07:00:00,"249.494.596.487.498.000,00"
2019-03-20 08:00:00,"251.749.615.517.855.000,00"
2019-03-20 09:00:00,"2.514.115.621.234.690.000,00"
2019-03-20 10:00:00,"2.517.916.194.824.400.000,00"
2019-03-20 11:00:00,"2.518.528.925.627.070.000,00"
2019-03-20 12:00:00,"2.521.987.438.568.360.000,00"
2019-03-20 13:00:00,"2.567.931.147.592.090.000,00"
2019-03-20 14:00:00,"25.710.697.119.849.300,00"
2019-03-20 15:00:00,"2.654.978.001.323.790.000,00"
2019-03-20 16:00:00,"275.703.824.890.321.000,00"
2019-03-20 17:00:00,"2.821.521.645.071.350.000,00"
2019-03-20 18:00:00,"282.316.254.339.561.000,00"
2019-03-20 19:00:00,"2.804.297.402.241.120.000,00"
2019-03-20 20:00:00,"272.318.281.878.912.000,00"
2019-03-20 21:00:00,"2.582.296.521.530.670.000,00"
2019-03-20 22:00:00,"24.343.916.632.367.500,00"
2019-03-20 23:00:00,"2.320.922.925.878.000.000,00"
2019-03-21 00:00:00,"2.257.285.836.490.930.000,00"
2019-03-21 01:00:00,"2.151.634.583.877.370.000,00"
2019-03-21 02:00:00,"204.166.109.262.190.000,00"
2019-03-21 03:00:00,"1.983.644.267.271.360.000,00"
2019-03-21 04:00:00,"197.679.240.439.357.000,00"
2019-03-21 05:00:00,"2.051.762.531.659.690.000,00"
2019-03-21 06:00:00,"2.256.428.609.040.080.000,00"
2019-03-21 07:00:00,"2.487.575.776.323.340.000,00"
2019-03-21 08:00:00,"254.117.099.396.233.000,00"
2019-03-21 09:00:00,"253.969.399.593.821.000,00"
2019-03-21 10:00:00,"2.520.438.328.022.320.000,00"
2019-03-21 11:00:00,"2.489.894.297.694.660.000,00"
2019-03-21 12:00:00,"2.522.501.522.329.150.000,00"
2019-03-21 13:00:00,"2.559.966.459.438.570.000,00"
2019-03-21 14:00:00,"260.684.645.795.220.000,00"
2019-03-21 15:00:00,"2.655.549.125.277.140.000,00"
2019-03-21 16:00:00,"276.309.940.113.698.000,00"
2019-03-21 17:00:00,"2.830.073.251.535.340.000,00"
2019-03-21 18:00:00,"281.778.063.877.134.000,00"
2019-03-21 19:00:00,"281.830.122.078.192.000,00"
2019-03-21 20:00:00,"2.748.415.522.705.450.000,00"
2019-03-21 21:00:00,"2.588.818.598.231.850.000,00"
2019-03-21 22:00:00,"2.429.682.868.986.070.000,00"
2019-03-21 23:00:00,"231.419.669.582.940.000,00"
2019-03-22 00:00:00,"2.253.826.691.775.350.000,00"
2019-03-22 01:00:00,"2.144.985.159.531.090.000,00"
2019-03-22 02:00:00,"2.035.796.602.697.600.000,00"
2019-03-22 03:00:00,"197.144.642.065.006.000,00"
2019-03-22 04:00:00,"1.968.415.709.152.970.000,00"
2019-03-22 05:00:00,"2.058.176.304.197.780.000,00"
2019-03-22 06:00:00,"226.727.328.539.706.000,00"
2019-03-22 07:00:00,"2.487.278.752.156.070.000,00"
2019-03-22 08:00:00,"2.550.548.509.923.340.000,00"
2019-03-22 09:00:00,"2.554.063.972.803.720.000,00"
2019-03-22 10:00:00,"254.413.816.701.708.000,00"
2019-03-22 11:00:00,"251.612.150.458.855.000,00"
2019-03-22 12:00:00,"252.935.735.635.959.000,00"
2019-03-22 13:00:00,"2.578.026.268.887.030.000,00"
2019-03-22 14:00:00,"2.626.343.102.630.970.000,00"
2019-03-22 15:00:00,"271.538.058.688.023.000,00"
2019-03-22 16:00:00,"2.810.553.231.208.040.000,00"
2019-03-22 17:00:00,"286.191.521.700.415.000,00"
2019-03-22 18:00:00,"28.108.818.440.895.500,00"
2019-03-22 19:00:00,"2.780.481.046.017.570.000,00"
2019-03-22 20:00:00,"2.691.545.909.202.430.000,00"
2019-03-22 21:00:00,"2.542.828.408.671.460.000,00"
2019-03-22 22:00:00,"2.418.538.190.097.330.000,00"
2019-03-22 23:00:00,"2.324.679.185.014.320.000,00"
2019-03-23 00:00:00,"2.247.762.922.190.970.000,00"
2019-03-23 01:00:00,"21.210.783.693.313.700,00"
2019-03-23 02:00:00,"2.008.215.413.258.160.000,00"
2019-03-23 03:00:00,"1.919.941.473.358.680.000,00"
2019-03-23 04:00:00,"18.958.391.038.911.100,00"
2019-03-23 05:00:00,"192.894.389.590.152.000,00"
2019-03-23 06:00:00,"201.757.650.308.777.000,00"
2019-03-23 07:00:00,"21.175.058.662.584.300,00"
2019-03-23 08:00:00,"2.201.965.875.054.750.000,00"
2019-03-23 09:00:00,"2.237.401.733.668.710.000,00"
2019-03-23 10:00:00,"2.231.536.882.730.540.000,00"
2019-03-23 11:00:00,"218.160.378.985.944.000,00"
2019-03-23 12:00:00,"21.552.069.064.433.800,00"
2019-03-23 13:00:00,"2.199.745.278.697.570.000,00"
2019-03-23 14:00:00,"2.297.430.850.369.440.000,00"
2019-03-23 15:00:00,"2.415.476.341.153.360.000,00"
2019-03-23 16:00:00,"2.553.467.938.892.860.000,00"
2019-03-23 17:00:00,"2.679.442.828.723.830.000,00"
2019-03-23 18:00:00,"2.665.817.442.979.550.000,00"
2019-03-23 19:00:00,"26.581.814.579.610.100,00"
2019-03-23 20:00:00,"258.794.756.200.021.000,00"
2019-03-23 21:00:00,"2.468.652.241.174.250.000,00"
2019-03-23 22:00:00,"235.542.023.866.533.000,00"
2019-03-23 23:00:00,"227.774.241.706.853.000,00"
2019-03-24 00:00:00,"2.215.210.481.412.300.000,00"
2019-03-24 01:00:00,"209.648.493.073.766.000,00"
2019-03-24 02:00:00,"198.223.198.098.469.000,00"
2019-03-24 03:00:00,"192.426.948.822.263.000,00"
2019-03-24 04:00:00,"1.864.762.126.827.580.000,00"
2019-03-24 05:00:00,"189.440.858.640.365.000,00"
2019-03-24 06:00:00,"196.364.093.961.628.000,00"
2019-03-24 07:00:00,"2.044.663.374.276.180.000,00"
2019-03-24 08:00:00,"2.104.356.477.310.920.000,00"
2019-03-24 09:00:00,"213.986.607.300.925.000,00"
2019-03-24 10:00:00,"2.160.905.600.744.680.000,00"
2019-03-24 11:00:00,"2.182.595.043.712.110.000,00"
2019-03-24 12:00:00,"2.227.395.060.773.630.000,00"
2019-03-24 13:00:00,"230.037.338.422.708.000,00"
2019-03-24 14:00:00,"240.463.608.721.637.000,00"
2019-03-24 15:00:00,"2.535.680.514.414.570.000,00"
2019-03-24 16:00:00,"2.646.815.928.833.040.000,00"
2019-03-24 17:00:00,"272.656.362.349.339.000,00"
2019-03-24 18:00:00,"274.165.616.963.364.000,00"
2019-03-24 19:00:00,"2.713.676.059.860.160.000,00"
2019-03-24 20:00:00,"261.095.479.587.202.000,00"
2019-03-24 21:00:00,"245.696.892.958.109.000,00"
2019-03-24 22:00:00,"230.996.001.747.632.000,00"
2019-03-24 23:00:00,"219.199.728.912.369.000,00"
2019-03-25 00:00:00,"2.135.039.588.234.680.000,00"
2019-03-25 01:00:00,"2.038.223.067.218.130.000,00"
2019-03-25 02:00:00,"193.284.320.678.658.000,00"
2019-03-25 03:00:00,"1.880.317.853.771.970.000,00"
2019-03-25 04:00:00,"187.936.712.372.699.000,00"
2019-03-25 05:00:00,"196.683.338.533.025.000,00"
2019-03-25 06:00:00,"2.185.091.815.685.170.000,00"
2019-03-25 07:00:00,"2.431.339.651.920.910.000,00"
2019-03-25 08:00:00,"2.499.309.088.338.460.000,00"
2019-03-25 09:00:00,"250.629.822.674.297.000,00"
2019-03-25 10:00:00,"246.541.981.317.341.000,00"
2019-03-25 11:00:00,"2.432.455.816.575.010.000,00"
2019-03-25 12:00:00,"2.439.448.926.132.160.000,00"
2019-03-25 13:00:00,"244.910.640.835.475.000,00"
2019-03-25 14:00:00,"2.495.735.772.984.300.000,00"
2019-03-25 15:00:00,"2.521.865.506.131.420.000,00"
2019-03-25 16:00:00,"2.587.220.931.319.360.000,00"
2019-03-25 17:00:00,"2.660.781.299.395.940.000,00"
2019-03-25 18:00:00,"269.127.370.473.920.000,00"
2019-03-25 19:00:00,"2.710.657.893.595.290.000,00"
2019-03-25 20:00:00,"26.467.450.798.596.900,00"
2019-03-25 21:00:00,"251.218.130.888.193.000,00"
2019-03-25 22:00:00,"2.352.603.879.157.680.000,00"
2019-03-25 23:00:00,"224.714.504.694.055.000,00"
2019-03-26 00:00:00,"2.191.499.631.494.300.000,00"
2019-03-26 01:00:00,"2.084.777.340.961.270.000,00"
2019-03-26 02:00:00,"1.967.650.540.240.750.000,00"
2019-03-26 03:00:00,"190.950.329.862.715.000,00"
2019-03-26 04:00:00,"1.902.680.316.859.520.000,00"
2019-03-26 05:00:00,"1.978.222.651.120.620.000,00"
2019-03-26 06:00:00,"2.199.923.800.059.720.000,00"
2019-03-26 07:00:00,"244.805.396.264.994.000,00"
2019-03-26 08:00:00,"2.499.045.277.447.880.000,00"
2019-03-26 09:00:00,"2.451.475.471.668.840.000,00"
2019-03-26 10:00:00,"2.389.107.436.312.750.000,00"
2019-03-26 11:00:00,"2.374.474.641.344.820.000,00"
2019-03-26 12:00:00,"2.355.153.900.677.600.000,00"
2019-03-26 13:00:00,"2.336.466.558.857.510.000,00"
2019-03-26 14:00:00,"2.368.393.001.573.530.000,00"
2019-03-26 15:00:00,"241.778.773.250.060.000,00"
2019-03-26 16:00:00,"2.501.892.503.642.000.000,00"
2019-03-26 17:00:00,"2.601.708.327.948.350.000,00"
2019-03-26 18:00:00,"266.348.908.398.009.000,00"
2019-03-26 19:00:00,"271.927.628.762.652.000,00"
2019-03-26 20:00:00,"2.662.336.005.657.080.000,00"
2019-03-26 21:00:00,"2.536.578.085.166.160.000,00"
2019-03-26 22:00:00,"2.404.246.914.257.000.000,00"
2019-03-26 23:00:00,"2.295.707.821.388.170.000,00"
2019-03-27 00:00:00,"224.178.083.199.625.000,00"
2019-03-27 01:00:00,"213.859.313.807.908.000,00"
2019-03-27 02:00:00,"2.026.210.240.208.770.000,00"
2019-03-27 03:00:00,"1.964.056.105.574.780.000,00"
2019-03-27 04:00:00,"196.370.339.501.699.000,00"
2019-03-27 05:00:00,"205.823.081.729.320.000,00"
2019-03-27 06:00:00,"2.282.612.584.522.210.000,00"
2019-03-27 07:00:00,"2.526.973.581.730.010.000,00"
2019-03-27 08:00:00,"2.561.923.335.158.640.000,00"
2019-03-27 09:00:00,"250.174.033.629.286.000,00"
2019-03-27 10:00:00,"242.895.353.070.114.000,00"
2019-03-27 11:00:00,"2.385.987.103.120.710.000,00"
2019-03-27 12:00:00,"2.354.908.230.734.330.000,00"
2019-03-27 13:00:00,"234.701.773.093.252.000,00"
2019-03-27 14:00:00,"2.351.968.404.480.760.000,00"
2019-03-27 15:00:00,"2.378.191.098.701.200.000,00"
2019-03-27 16:00:00,"243.395.059.453.257.000,00"
2019-03-27 17:00:00,"2.518.637.681.057.510.000,00"
2019-03-27 18:00:00,"2.583.574.600.908.580.000,00"
2019-03-27 19:00:00,"2.616.723.075.598.110.000,00"
2019-03-27 20:00:00,"2.541.299.424.649.060.000,00"
2019-03-27 21:00:00,"2.414.252.684.617.400,00"
2019-03-27 22:00:00,"230.372.431.503.303.000,00"
2019-03-27 23:00:00,"2.228.271.782.973.830.000,00"
2019-03-28 00:00:00,"218.332.456.250.398.000,00"
2019-03-28 01:00:00,"2.080.904.113.328.820.000,00"
2019-03-28 02:00:00,"196.555.133.479.969.000,00"
2019-03-28 03:00:00,"1.906.409.590.208.530.000,00"
2019-03-28 04:00:00,"1.908.879.015.380.420.000,00"
2019-03-28 05:00:00,"1.996.946.635.849.220.000,00"
2019-03-28 06:00:00,"2.222.519.748.872.200.000,00"
2019-03-28 07:00:00,"245.265.688.958.120.000,00"
2019-03-28 08:00:00,"2.474.554.908.316.040.000,00"
2019-03-28 09:00:00,"2.398.789.377.225.510.000,00"
2019-03-28 10:00:00,"2.344.331.065.660.180.000,00"
2019-03-28 11:00:00,"2.320.505.052.315.420.000,00"
2019-03-28 12:00:00,"2.294.821.442.066.760.000,00"
2019-03-28 13:00:00,"230.962.788.470.951.000,00"
2019-03-28 14:00:00,"234.149.214.278.522.000,00"
2019-03-28 15:00:00,"2.389.985.331.808.050.000,00"
2019-03-28 16:00:00,"247.733.218.807.150.000,00"
2019-03-28 17:00:00,"257.790.921.013.743.000,00"
2019-03-28 18:00:00,"263.961.090.413.011.000,00"
2019-03-28 19:00:00,"268.718.477.131.526.000,00"
2019-03-28 20:00:00,"2.605.314.856.579.190.000,00"
2019-03-28 21:00:00,"2.474.281.440.304.240.000,00"
2019-03-28 22:00:00,"2.334.598.402.297.710.000,00"
2019-03-28 23:00:00,"222.786.167.120.960.000,00"
2019-03-29 00:00:00,"2.175.374.495.412.470.000,00"
2019-03-29 01:00:00,"2.059.504.383.997.650.000,00"
2019-03-29 02:00:00,"194.963.685.031.507.000,00"
2019-03-29 03:00:00,"1.887.680.100.018.310.000,00"
2019-03-29 04:00:00,"188.006.126.315.892.000,00"
2019-03-29 05:00:00,"1.958.686.294.915.390.000,00"
2019-03-29 06:00:00,"21.728.069.647.195.300,00"
2019-03-29 07:00:00,"240.376.820.985.615.000,00"
2019-03-29 08:00:00,"246.130.452.573.646.000,00"
2019-03-29 09:00:00,"244.159.127.273.152.000,00"
2019-03-29 10:00:00,"2.422.549.054.270.370.000,00"
2019-03-29 11:00:00,"241.072.332.270.275.000,00"
2019-03-29 12:00:00,"2.367.862.401.427.860.000,00"
2019-03-29 13:00:00,"237.575.723.339.619.000,00"
2019-03-29 14:00:00,"2.402.492.928.335.790.000,00"
2019-03-29 15:00:00,"2.444.950.326.349.700.000,00"
2019-03-29 16:00:00,"2.509.290.219.501.750.000,00"
2019-03-29 17:00:00,"2.564.941.320.916.570.000,00"
2019-03-29 18:00:00,"2.551.103.929.773.050.000,00"
2019-03-29 19:00:00,"2.559.207.879.029.610.000,00"
2019-03-29 20:00:00,"249.017.191.736.604.000,00"
2019-03-29 21:00:00,"239.029.472.070.061.000,00"
2019-03-29 22:00:00,"22.918.552.618.001.800,00"
2019-03-29 23:00:00,"2.208.359.701.576.150.000,00"
2019-03-30 00:00:00,"2.166.683.266.831.570.000,00"
2019-03-30 01:00:00,"207.100.177.344.418.000,00"
2019-03-30 02:00:00,"1.943.684.182.751.320.000,00"
2019-03-30 03:00:00,"186.747.722.194.274.000,00"
2019-03-30 04:00:00,"1.839.116.152.275.590.000,00"
2019-03-30 05:00:00,"1.851.943.787.605.250.000,00"
2019-03-30 06:00:00,"1.941.627.667.201.210.000,00"
2019-03-30 07:00:00,"2.069.724.055.080.140.000,00"
2019-03-30 08:00:00,"2.197.724.774.281.680.000,00"
2019-03-30 09:00:00,"2.272.501.759.123.620.000,00"
2019-03-30 10:00:00,"225.913.269.323.199.000,00"
2019-03-30 11:00:00,"222.849.958.273.019.000,00"
2019-03-30 12:00:00,"215.741.224.996.426.000,00"
2019-03-30 13:00:00,"2.140.866.442.462.310.000,00"
2019-03-30 14:00:00,"21.277.220.174.556.200,00"
2019-03-30 15:00:00,"21.173.216.589.277.100,00"
2019-03-30 16:00:00,"2.179.347.092.114.560.000,00"
2019-03-30 17:00:00,"226.519.501.876.086.000,00"
2019-03-30 18:00:00,"2.357.949.772.647.730.000,00"
2019-03-30 19:00:00,"2.403.034.719.911.640.000,00"
2019-03-30 20:00:00,"2.347.755.914.057.440.000,00"
2019-03-30 21:00:00,"2.252.899.066.618.500.000,00"
2019-03-30 22:00:00,"2.166.797.798.484.030.000,00"
2019-03-30 23:00:00,"209.738.863.872.516.000,00"
2019-03-31 00:00:00,"2.049.388.414.151.320.000,00"
2019-03-31 01:00:00,"195.246.124.238.148.000,00"
2019-03-31 02:00:00,"184.971.308.285.951.000,00"
2019-03-31 03:00:00,"1.776.553.801.200.230.000,00"
2019-03-31 04:00:00,"174.582.646.607.654.000,00"
2019-03-31 05:00:00,"1.754.844.141.455.690.000,00"
2019-03-31 06:00:00,"1.815.712.344.659.940.000,00"
2019-03-31 07:00:00,"1.919.235.510.722.280.000,00"
2019-03-31 08:00:00,"19.875.024.225.744.500,00"
2019-03-31 09:00:00,"200.060.108.907.223.000,00"
2019-03-31 10:00:00,"1.936.141.158.806.090.000,00"
2019-03-31 11:00:00,"1.890.100.698.063.340.000,00"
2019-03-31 12:00:00,"1.849.640.789.830.650.000,00"
2019-03-31 13:00:00,"1.831.490.095.138.660.000,00"
2019-03-31 14:00:00,"1.842.137.567.665.350.000,00"
2019-03-31 15:00:00,"191.155.322.567.401.000,00"
2019-03-31 16:00:00,"202.916.775.614.231.000,00"
2019-03-31 17:00:00,"218.215.054.537.610.000,00"
2019-03-31 18:00:00,"2.340.419.029.035.950.000,00"
2019-03-31 19:00:00,"2.424.175.241.279.150.000,00"
2019-03-31 20:00:00,"236.825.617.731.416.000,00"
2019-03-31 21:00:00,"2.266.491.961.113.850.000,00"
2019-03-31 22:00:00,"2.165.658.077.674.470.000,00"
2019-03-31 23:00:00,"209.152.180.221.066.000,00"
2019-04-01 00:00:00,"2.057.678.556.314.920.000,00"
2019-04-01 01:00:00,"197.968.773.568.680.000,00"
2019-04-01 02:00:00,"1.899.035.611.011.190.000,00"
2019-04-01 03:00:00,"1.844.090.381.979.300.000,00"
2019-04-01 04:00:00,"1.847.179.938.738.340.000,00"
2019-04-01 05:00:00,"1.943.787.974.240.950.000,00"
2019-04-01 06:00:00,"219.084.285.699.864.000,00"
2019-04-01 07:00:00,"245.714.528.485.999.000,00"
2019-04-01 08:00:00,"2.486.642.645.704.870.000,00"
2019-04-01 09:00:00,"2.393.127.777.100.060.000,00"
2019-04-01 10:00:00,"2.289.078.974.832.870.000,00"
2019-04-01 11:00:00,"2.250.354.640.813.680.000,00"
2019-04-01 12:00:00,"2.238.847.503.992.470.000,00"
2019-04-01 13:00:00,"2.218.669.716.381.350.000,00"
2019-04-01 14:00:00,"2.237.585.579.985.550.000,00"
2019-04-01 15:00:00,"2.258.742.437.231.000.000,00"
2019-04-01 16:00:00,"2.321.260.203.092.550.000,00"
2019-04-01 17:00:00,"244.909.016.273.029.000,00"
2019-04-01 18:00:00,"256.565.188.647.990.000,00"
2019-04-01 19:00:00,"261.620.438.891.039.000,00"
2019-04-01 20:00:00,"253.898.604.772.549.000,00"
2019-04-01 21:00:00,"2.403.955.846.818.700.000,00"
2019-04-01 22:00:00,"2.284.444.459.187.380.000,00"
2019-04-01 23:00:00,"2.204.121.398.660.620.000,00"
2019-04-02 00:00:00,"217.120.406.310.582.000,00"
2019-04-02 01:00:00,"2.072.298.535.290.230.000,00"
2019-04-02 02:00:00,"1.959.293.610.509.910.000,00"
2019-04-02 03:00:00,"1.897.307.527.835.650.000,00"
2019-04-02 04:00:00,"189.695.111.688.562.000,00"
2019-04-02 05:00:00,"1.993.942.819.885.970.000,00"
2019-04-02 06:00:00,"223.025.365.890.488.000,00"
2019-04-02 07:00:00,"2.489.988.071.049.200.000,00"
2019-04-02 08:00:00,"2.503.844.054.407.380.000,00"
2019-04-02 09:00:00,"2.397.062.647.852.000.000,00"
2019-04-02 10:00:00,"22.979.738.152.403.900,00"
2019-04-02 11:00:00,"224.825.236.675.466.000,00"
2019-04-02 12:00:00,"2.210.024.336.562.820.000,00"
2019-04-02 13:00:00,"219.923.606.862.411.000,00"
2019-04-02 14:00:00,"2.219.558.352.039.490.000,00"
2019-04-02 15:00:00,"228.263.009.369.524.000,00"
2019-04-02 16:00:00,"2.369.092.104.946.260.000,00"
2019-04-02 17:00:00,"2.484.722.864.160.660.000,00"
2019-04-02 18:00:00,"2.576.385.551.069.710.000,00"
2019-04-02 19:00:00,"2.614.378.741.734.590.000,00"
2019-04-02 20:00:00,"2.532.208.914.720.240.000,00"
2019-04-02 21:00:00,"241.012.250.535.802.000,00"
2019-04-02 22:00:00,"2.279.134.396.324.630.000,00"
2019-04-02 23:00:00,"2.188.472.349.629.040.000,00"
2019-04-03 00:00:00,"2.142.704.364.109.920.000,00"
2019-04-03 01:00:00,"2.045.628.093.608.890.000,00"
2019-04-03 02:00:00,"192.409.954.094.005.000,00"
2019-04-03 03:00:00,"186.456.717.933.402.000,00"
2019-04-03 04:00:00,"1.868.082.371.453.990.000,00"
2019-04-03 05:00:00,"1.948.721.680.136.970.000,00"
2019-04-03 06:00:00,"2.183.080.517.123.150.000,00"
2019-04-03 07:00:00,"2.434.953.581.336.240.000,00"
2019-04-03 08:00:00,"2.463.225.300.068.830.000,00"
2019-04-03 09:00:00,"2.371.981.750.270.930.000,00"
2019-04-03 10:00:00,"231.912.363.271.523.000,00"
2019-04-03 11:00:00,"2.294.785.340.679.060.000,00"
2019-04-03 12:00:00,"2.287.305.764.922.710.000,00"
2019-04-03 13:00:00,"2.313.673.857.482.090.000,00"
2019-04-03 14:00:00,"2.350.455.936.843.230.000,00"
2019-04-03 15:00:00,"2.379.494.900.317.840.000,00"
2019-04-03 16:00:00,"2.443.120.888.528.200.000,00"
2019-04-03 17:00:00,"2.536.377.271.197.100.000,00"
2019-04-03 18:00:00,"2.591.324.846.819.190.000,00"
2019-04-03 19:00:00,"261.391.538.042.351.000,00"
2019-04-03 20:00:00,"251.595.074.502.475.000,00"
2019-04-03 21:00:00,"240.506.461.068.832.000,00"
2019-04-03 22:00:00,"227.411.224.202.875.000,00"
2019-04-03 23:00:00,"21.813.159.715.460.400,00"
2019-04-04 00:00:00,"2.138.512.000.210.240.000,00"
2019-04-04 01:00:00,"2.042.858.936.665.660.000,00"
2019-04-04 02:00:00,"192.005.077.030.993.000,00"
2019-04-04 03:00:00,"1.862.594.960.524.180.000,00"
2019-04-04 04:00:00,"1.865.730.185.538.650.000,00"
2019-04-04 05:00:00,"1.950.364.744.544.490.000,00"
2019-04-04 06:00:00,"2.188.595.184.600.680.000,00"
2019-04-04 07:00:00,"2.441.441.903.239.920.000,00"
2019-04-04 08:00:00,"2.471.286.198.420.560.000,00"
2019-04-04 09:00:00,"2.405.542.683.314.890.000,00"
2019-04-04 10:00:00,"235.749.940.783.622.000,00"
2019-04-04 11:00:00,"2.314.984.698.869.330.000,00"
2019-04-04 12:00:00,"228.718.040.285.393.000,00"
2019-04-04 13:00:00,"2.290.714.187.188.570.000,00"
2019-04-04 14:00:00,"2.311.405.156.025.790.000,00"
2019-04-04 15:00:00,"237.544.170.726.773.000,00"
2019-04-04 16:00:00,"247.306.518.455.276.000,00"
2019-04-04 17:00:00,"2.557.552.630.403.740.000,00"
2019-04-04 18:00:00,"2.632.760.304.800.900,00"
2019-04-04 19:00:00,"267.810.030.836.888.000,00"
2019-04-04 20:00:00,"2.582.320.980.220.830.000,00"
2019-04-04 21:00:00,"2.439.050.998.586.280.000,00"
2019-04-04 22:00:00,"230.028.403.329.253.000,00"
2019-04-04 23:00:00,"220.771.168.166.700.000,00"
2019-04-05 00:00:00,"2.150.517.877.702.460.000,00"
