date,data
2019-06-04 03:00:00,"2.095.931.496.464.280.000,00"
2019-06-04 04:00:00,"203.685.329.031.547.000,00"
2019-06-04 05:00:00,"2.057.749.766.302.150.000,00"
2019-06-04 06:00:00,"223.652.248.437.137.000,00"
2019-06-04 07:00:00,"262.209.667.690.321.000,00"
2019-06-04 08:00:00,"291.321.619.145.505.000,00"
2019-06-04 09:00:00,"2.909.108.846.323.390.000,00"
2019-06-04 10:00:00,"2.791.899.463.678.510.000,00"
2019-06-04 11:00:00,"26.852.920.658.118.300,00"
2019-06-04 12:00:00,"2.617.626.151.811.330.000,00"
2019-06-04 13:00:00,"256.768.953.905.494.000,00"
2019-06-04 14:00:00,"2.574.235.262.165.060.000,00"
2019-06-04 15:00:00,"2.599.315.527.971.850.000,00"
2019-06-04 16:00:00,"269.573.944.639.721.000,00"
2019-06-04 17:00:00,"293.412.051.949.355.000,00"
2019-06-04 18:00:00,"3.256.159.789.565.500.000,00"
2019-06-04 19:00:00,"334.076.898.734.648.000,00"
2019-06-04 20:00:00,"3.230.434.030.946.700.000,00"
2019-06-04 21:00:00,"309.117.807.235.661.000,00"
2019-06-04 22:00:00,"288.580.937.171.818.000,00"
2019-06-04 23:00:00,"2.682.010.449.670.250.000,00"
2019-06-05 00:00:00,"255.054.679.510.743.000,00"
2019-06-05 01:00:00,"2.415.709.556.117.870.000,00"
2019-06-05 02:00:00,"2.270.244.158.844.050.000,00"
2019-06-05 03:00:00,"214.861.452.228.965.000,00"
2019-06-05 04:00:00,"208.596.859.650.177.000,00"
2019-06-05 05:00:00,"2.112.979.474.269.080.000,00"
2019-06-05 06:00:00,"2.289.557.679.233.720.000,00"
2019-06-05 07:00:00,"267.228.049.391.185.000,00"
2019-06-05 08:00:00,"2.963.678.711.176.700.000,00"
2019-06-05 09:00:00,"2.930.469.766.662.780.000,00"
2019-06-05 10:00:00,"281.279.864.726.927.000,00"
2019-06-05 11:00:00,"2.701.768.919.663.280.000,00"
2019-06-05 12:00:00,"258.239.580.034.683.000,00"
2019-06-05 13:00:00,"2.510.539.237.262.570.000,00"
2019-06-05 14:00:00,"2.516.725.751.565.120.000,00"
2019-06-05 15:00:00,"2.562.363.862.342.000.000,00"
2019-06-05 16:00:00,"265.083.969.925.218.000,00"
2019-06-05 17:00:00,"2.839.993.100.593.020.000,00"
2019-06-05 18:00:00,"3.125.850.296.367.320.000,00"
2019-06-05 19:00:00,"3.185.061.806.890.200.000,00"
2019-06-05 20:00:00,"3.109.101.147.799.170.000,00"
2019-06-05 21:00:00,"2.990.896.720.655.920.000,00"
2019-06-05 22:00:00,"282.330.469.260.966.000,00"
2019-06-05 23:00:00,"2.645.178.821.154.490.000,00"
2019-06-06 00:00:00,"2.517.501.299.626.300.000,00"
2019-06-06 01:00:00,"2.385.242.692.506.410.000,00"
2019-06-06 02:00:00,"2.246.122.384.880.590.000,00"
2019-06-06 03:00:00,"214.095.543.238.298.000,00"
2019-06-06 04:00:00,"207.860.283.037.013.000,00"
2019-06-06 05:00:00,"2.096.826.088.851.390.000,00"
2019-06-06 06:00:00,"2.278.231.500.618.350.000,00"
2019-06-06 07:00:00,"265.358.096.787.342.000,00"
2019-06-06 08:00:00,"2.938.720.107.046.450.000,00"
2019-06-06 09:00:00,"2.863.228.134.221.190.000,00"
2019-06-06 10:00:00,"2.708.142.709.914.500.000,00"
2019-06-06 11:00:00,"2.564.495.559.031.990.000,00"
2019-06-06 12:00:00,"244.213.586.216.491.000,00"
2019-06-06 13:00:00,"238.014.662.061.923.000,00"
2019-06-06 14:00:00,"236.580.110.244.388.000,00"
2019-06-06 15:00:00,"2.403.352.141.362.950.000,00"
2019-06-06 16:00:00,"250.020.097.312.150.000,00"
2019-06-06 17:00:00,"2.719.048.578.123.630.000,00"
2019-06-06 18:00:00,"3.033.545.636.531.560.000,00"
2019-06-06 19:00:00,"3.144.454.063.474.900.000,00"
2019-06-06 20:00:00,"305.593.860.529.172.000,00"
2019-06-06 21:00:00,"2.964.298.301.243.040.000,00"
2019-06-06 22:00:00,"2.795.474.132.834.710.000,00"
2019-06-06 23:00:00,"2.629.438.074.598.160.000,00"
2019-06-07 00:00:00,"2.510.006.200.273.240.000,00"
2019-06-07 01:00:00,"23.832.035.958.758.700,00"
2019-06-07 02:00:00,"2.254.917.495.204.590.000,00"
2019-06-07 03:00:00,"214.081.725.432.157.000,00"
2019-06-07 04:00:00,"2.081.187.238.461.830.000,00"
2019-06-07 05:00:00,"2.101.950.771.088.320.000,00"
2019-06-07 06:00:00,"2.261.434.878.725.370.000,00"
2019-06-07 07:00:00,"2.599.662.372.054.140.000,00"
2019-06-07 08:00:00,"2.867.653.622.831.920.000,00"
2019-06-07 09:00:00,"2.852.981.116.337.510.000,00"
2019-06-07 10:00:00,"271.854.577.604.649.000,00"
2019-06-07 11:00:00,"2.586.474.264.368.330.000,00"
2019-06-07 12:00:00,"2.488.093.018.955.560.000,00"
2019-06-07 13:00:00,"2.430.744.610.798.210.000,00"
2019-06-07 14:00:00,"242.229.183.188.304.000,00"
2019-06-07 15:00:00,"2.437.588.260.610.300.000,00"
2019-06-07 16:00:00,"2.511.005.486.684.670.000,00"
2019-06-07 17:00:00,"2.707.312.016.983.610.000,00"
2019-06-07 18:00:00,"295.625.229.471.373.000,00"
2019-06-07 19:00:00,"300.627.266.268.958.000,00"
2019-06-07 20:00:00,"2.924.140.110.358.020.000,00"
2019-06-07 21:00:00,"28.220.829.313.965.600,00"
2019-06-07 22:00:00,"2.706.431.504.137.700.000,00"
2019-06-07 23:00:00,"2.600.380.789.669.290.000,00"
2019-06-08 00:00:00,"2.498.896.178.716.690.000,00"
2019-06-08 01:00:00,"2.367.872.419.562.950.000,00"
2019-06-08 02:00:00,"2.210.018.289.580.380.000,00"
2019-06-08 03:00:00,"2.067.469.252.658.110.000,00"
2019-06-08 04:00:00,"200.328.748.358.417.000,00"
2019-06-08 05:00:00,"1.989.967.786.340.210.000,00"
2019-06-08 06:00:00,"203.904.825.468.739.000,00"
2019-06-08 07:00:00,"2.185.945.794.011.130.000,00"
2019-06-08 08:00:00,"2.368.682.354.195.910.000,00"
2019-06-08 09:00:00,"2.531.103.941.496.330.000,00"
2019-06-08 10:00:00,"256.650.649.658.013.000,00"
2019-06-08 11:00:00,"249.136.181.910.451.000,00"
2019-06-08 12:00:00,"240.849.126.415.497.000,00"
2019-06-08 13:00:00,"235.860.438.106.013.000,00"
2019-06-08 14:00:00,"2.332.004.698.098.680.000,00"
2019-06-08 15:00:00,"23.443.406.325.279.200,00"
2019-06-08 16:00:00,"243.232.864.943.685.000,00"
2019-06-08 17:00:00,"2.599.006.409.839.700.000,00"
2019-06-08 18:00:00,"282.275.098.757.587.000,00"
2019-06-08 19:00:00,"284.179.085.944.681.000,00"
2019-06-08 20:00:00,"2.729.087.652.014.170.000,00"
2019-06-08 21:00:00,"263.484.606.247.504.000,00"
2019-06-08 22:00:00,"252.958.434.383.473.000,00"
2019-06-08 23:00:00,"24.340.851.624.552.100,00"
2019-06-09 00:00:00,"237.730.038.721.326.000,00"
2019-06-09 01:00:00,"224.090.293.650.095.000,00"
2019-06-09 02:00:00,"2.099.292.084.391.440.000,00"
2019-06-09 03:00:00,"1.982.904.640.090.930.000,00"
2019-06-09 04:00:00,"1.922.592.217.750.260.000,00"
2019-06-09 05:00:00,"1.906.666.361.328.520.000,00"
2019-06-09 06:00:00,"1.946.580.506.832.710.000,00"
2019-06-09 07:00:00,"204.744.435.442.388.000,00"
2019-06-09 08:00:00,"2.171.077.166.728.060.000,00"
2019-06-09 09:00:00,"2.272.751.851.486.890.000,00"
2019-06-09 10:00:00,"2.254.493.755.166.510.000,00"
2019-06-09 11:00:00,"218.291.020.882.670.000,00"
2019-06-09 12:00:00,"2.059.086.420.181.600.000,00"
2019-06-09 13:00:00,"2.010.052.522.624.550.000,00"
2019-06-09 14:00:00,"2.038.539.225.120.880.000,00"
2019-06-09 15:00:00,"207.457.436.677.059.000,00"
2019-06-09 16:00:00,"2.196.842.546.619.860.000,00"
2019-06-09 17:00:00,"2.392.952.324.355.860.000,00"
2019-06-09 18:00:00,"263.308.332.196.731.000,00"
2019-06-09 19:00:00,"267.229.303.914.408.000,00"
2019-06-09 20:00:00,"2.571.662.496.770.900.000,00"
2019-06-09 21:00:00,"249.105.685.263.194.000,00"
2019-06-09 22:00:00,"2.404.533.198.261.430.000,00"
2019-06-09 23:00:00,"2.301.755.525.855.020.000,00"
2019-06-10 00:00:00,"2.241.492.562.415.500.000,00"
2019-06-10 01:00:00,"211.340.736.596.675.000,00"
2019-06-10 02:00:00,"1.989.511.825.813.610.000,00"
2019-06-10 03:00:00,"18.853.734.018.514.700,00"
2019-06-10 04:00:00,"182.256.817.869.038.000,00"
2019-06-10 05:00:00,"1.813.137.774.196.390.000,00"
2019-06-10 06:00:00,"189.797.576.452.190.000,00"
2019-06-10 07:00:00,"2.063.207.393.587.120.000,00"
2019-06-10 08:00:00,"2.203.439.082.433.160.000,00"
2019-06-10 09:00:00,"224.148.128.073.184.000,00"
2019-06-10 10:00:00,"221.374.846.546.408.000,00"
2019-06-10 11:00:00,"2.134.223.516.365.810.000,00"
2019-06-10 12:00:00,"2.061.506.296.198.870.000,00"
2019-06-10 13:00:00,"2.052.479.595.472.800.000,00"
2019-06-10 14:00:00,"2.057.328.192.347.330.000,00"
2019-06-10 15:00:00,"2.097.342.789.962.790.000,00"
2019-06-10 16:00:00,"220.864.499.279.242.000,00"
2019-06-10 17:00:00,"2.409.125.114.269.440.000,00"
2019-06-10 18:00:00,"270.307.163.823.829.000,00"
2019-06-10 19:00:00,"276.256.564.211.989.000,00"
2019-06-10 20:00:00,"266.527.646.368.493.000,00"
2019-06-10 21:00:00,"2.569.574.302.253.080.000,00"
2019-06-10 22:00:00,"244.518.859.550.850.000,00"
2019-06-10 23:00:00,"233.481.293.479.409.000,00"
2019-06-11 00:00:00,"2.268.767.341.326.870.000,00"
2019-06-11 01:00:00,"2.180.497.823.847.370.000,00"
2019-06-11 02:00:00,"2.064.497.025.409.090.000,00"
2019-06-11 03:00:00,"1.959.136.208.459.550.000,00"
2019-06-11 04:00:00,"1.919.002.837.278.580.000,00"
2019-06-11 05:00:00,"193.987.413.254.734.000,00"
2019-06-11 06:00:00,"2.103.155.654.902.680.000,00"
2019-06-11 07:00:00,"2.449.956.776.541.930.000,00"
2019-06-11 08:00:00,"2.701.543.466.497.120.000,00"
2019-06-11 09:00:00,"264.228.195.555.228.000,00"
2019-06-11 10:00:00,"2.469.300.892.857.680.000,00"
2019-06-11 11:00:00,"2.327.254.026.238.270.000,00"
2019-06-11 12:00:00,"2.210.582.825.030.480.000,00"
2019-06-11 13:00:00,"2.161.270.766.281.230.000,00"
2019-06-11 14:00:00,"2.185.734.330.132.700.000,00"
2019-06-11 15:00:00,"2.232.386.438.636.490.000,00"
2019-06-11 16:00:00,"2.335.403.463.243.330.000,00"
2019-06-11 17:00:00,"2.535.891.436.772.180.000,00"
2019-06-11 18:00:00,"279.933.355.168.637.000,00"
2019-06-11 19:00:00,"2.849.052.112.061.080.000,00"
2019-06-11 20:00:00,"275.541.874.065.116.000,00"
2019-06-11 21:00:00,"264.556.095.434.325.000,00"
2019-06-11 22:00:00,"249.616.276.214.728.000,00"
2019-06-11 23:00:00,"235.982.857.911.690.000,00"
2019-06-12 00:00:00,"22.844.107.946.433.600,00"
2019-06-12 01:00:00,"2.164.178.372.046.270.000,00"
2019-06-12 02:00:00,"2.045.342.351.125.280.000,00"
2019-06-12 03:00:00,"1.935.690.432.980.710.000,00"
2019-06-12 04:00:00,"1.881.234.648.512.510.000,00"
2019-06-12 05:00:00,"1.904.737.734.944.330.000,00"
2019-06-12 06:00:00,"205.687.548.094.562.000,00"
2019-06-12 07:00:00,"238.958.857.755.727.000,00"
2019-06-12 08:00:00,"263.277.772.372.046.000,00"
2019-06-12 09:00:00,"2.616.156.464.318.220.000,00"
2019-06-12 10:00:00,"253.700.796.244.015.000,00"
2019-06-12 11:00:00,"2.465.544.994.735.250.000,00"
2019-06-12 12:00:00,"2.413.833.186.492.370.000,00"
2019-06-12 13:00:00,"2.403.997.002.400.680.000,00"
2019-06-12 14:00:00,"2.404.168.845.006.110.000,00"
2019-06-12 15:00:00,"2.414.924.892.456.300.000,00"
2019-06-12 16:00:00,"247.072.346.803.985.000,00"
2019-06-12 17:00:00,"261.041.553.139.331.000,00"
2019-06-12 18:00:00,"283.142.154.811.232.000,00"
2019-06-12 19:00:00,"28.676.252.832.425.800,00"
2019-06-12 20:00:00,"277.027.112.230.976.000,00"
2019-06-12 21:00:00,"2.668.836.872.792.990.000,00"
2019-06-12 22:00:00,"2.519.343.643.693.900.000,00"
2019-06-12 23:00:00,"2.390.653.478.240.840.000,00"
2019-06-13 00:00:00,"231.768.309.709.268.000,00"
2019-06-13 01:00:00,"2.201.098.539.215.350.000,00"
2019-06-13 02:00:00,"207.730.056.306.246.000,00"
2019-06-13 03:00:00,"1.957.070.577.309.050.000,00"
2019-06-13 04:00:00,"1.892.214.885.580.290.000,00"
2019-06-13 05:00:00,"1.915.550.461.573.190.000,00"
2019-06-13 06:00:00,"207.254.745.435.839.000,00"
2019-06-13 07:00:00,"2.393.015.772.544.740.000,00"
2019-06-13 08:00:00,"2.637.521.987.584.550.000,00"
2019-06-13 09:00:00,"2.626.069.815.126.110.000,00"
2019-06-13 10:00:00,"249.673.063.697.574.000,00"
2019-06-13 11:00:00,"23.880.961.461.899.200,00"
2019-06-13 12:00:00,"2.298.885.736.293.590.000,00"
2019-06-13 13:00:00,"2.286.632.383.788.710.000,00"
2019-06-13 14:00:00,"2.306.038.774.998.230.000,00"
2019-06-13 15:00:00,"231.939.673.971.315.000,00"
2019-06-13 16:00:00,"2.398.333.777.712.780.000,00"
2019-06-13 17:00:00,"256.416.351.651.865.000,00"
2019-06-13 18:00:00,"2.813.428.255.470.690.000,00"
2019-06-13 19:00:00,"288.584.032.865.813.000,00"
2019-06-13 20:00:00,"2.807.528.837.453.800.000,00"
2019-06-13 21:00:00,"2.714.959.915.460.100.000,00"
2019-06-13 22:00:00,"257.308.317.663.021.000,00"
2019-06-13 23:00:00,"244.219.949.086.073.000,00"
2019-06-14 00:00:00,"2.364.705.696.087.710.000,00"
2019-06-14 01:00:00,"2.245.857.761.708.780.000,00"
2019-06-14 02:00:00,"2.117.570.668.249.340.000,00"
2019-06-14 03:00:00,"200.076.291.354.258.000,00"
2019-06-14 04:00:00,"193.571.101.077.169.000,00"
2019-06-14 05:00:00,"196.006.491.665.804.000,00"
2019-06-14 06:00:00,"211.620.287.692.300.000,00"
2019-06-14 07:00:00,"2.446.092.574.256.410.000,00"
2019-06-14 08:00:00,"2.705.046.654.905.680.000,00"
2019-06-14 09:00:00,"2.680.500.689.636.790.000,00"
2019-06-14 10:00:00,"2.532.885.003.458.320.000,00"
2019-06-14 11:00:00,"2.395.692.148.921.590.000,00"
2019-06-14 12:00:00,"2.303.583.429.367.550.000,00"
2019-06-14 13:00:00,"2.279.894.150.028.690.000,00"
2019-06-14 14:00:00,"2.276.245.834.041.590.000,00"
2019-06-14 15:00:00,"231.272.168.338.160.000,00"
2019-06-14 16:00:00,"239.890.661.648.205.000,00"
2019-06-14 17:00:00,"257.658.807.985.469.000,00"
2019-06-14 18:00:00,"281.444.153.116.985.000,00"
2019-06-14 19:00:00,"2.863.340.770.550.800.000,00"
2019-06-14 20:00:00,"2.788.285.714.770.130.000,00"
2019-06-14 21:00:00,"2.712.805.835.909.740.000,00"
2019-06-14 22:00:00,"2.599.039.352.355.970.000,00"
2019-06-14 23:00:00,"2.501.013.434.851.600.000,00"
2019-06-15 00:00:00,"2.440.050.555.758.110.000,00"
2019-06-15 01:00:00,"23.074.950.147.244.300,00"
2019-06-15 02:00:00,"216.789.807.852.754.000,00"
2019-06-15 03:00:00,"2.041.472.823.885.070.000,00"
2019-06-15 04:00:00,"197.636.162.458.489.000,00"
2019-06-15 05:00:00,"196.331.674.915.477.000,00"
2019-06-15 06:00:00,"2.021.897.478.181.120.000,00"
2019-06-15 07:00:00,"217.246.634.812.661.000,00"
2019-06-15 08:00:00,"2.354.815.179.407.540.000,00"
2019-06-15 09:00:00,"2.450.726.097.113.740.000,00"
2019-06-15 10:00:00,"241.108.993.229.481.000,00"
2019-06-15 11:00:00,"2.306.904.396.021.720.000,00"
2019-06-15 12:00:00,"219.723.903.011.023.000,00"
2019-06-15 13:00:00,"2.121.969.171.072.770.000,00"
2019-06-15 14:00:00,"2.122.142.909.001.060.000,00"
2019-06-15 15:00:00,"2.172.565.446.435.840.000,00"
2019-06-15 16:00:00,"2.275.794.295.934.980.000,00"
2019-06-15 17:00:00,"246.306.753.700.460.000,00"
2019-06-15 18:00:00,"2.723.289.137.375.880.000,00"
2019-06-15 19:00:00,"2.760.521.130.281.190.000,00"
2019-06-15 20:00:00,"2.668.248.871.440.890.000,00"
2019-06-15 21:00:00,"2.588.052.256.024.530.000,00"
2019-06-15 22:00:00,"249.826.287.012.303.000,00"
2019-06-15 23:00:00,"242.215.997.156.448.000,00"
2019-06-16 00:00:00,"2.361.109.095.338.480.000,00"
2019-06-16 01:00:00,"2.228.462.398.300.860.000,00"
2019-06-16 02:00:00,"2.097.218.781.696.050.000,00"
2019-06-16 03:00:00,"1.974.002.489.152.410.000,00"
2019-06-16 04:00:00,"1.913.400.082.415.070.000,00"
2019-06-16 05:00:00,"190.222.074.619.415.000,00"
2019-06-16 06:00:00,"1.937.420.591.986.040.000,00"
2019-06-16 07:00:00,"2.040.270.196.407.440.000,00"
2019-06-16 08:00:00,"2.161.522.663.713.880.000,00"
2019-06-16 09:00:00,"2.292.909.873.588.250.000,00"
2019-06-16 10:00:00,"2.363.899.371.593.520.000,00"
2019-06-16 11:00:00,"234.137.138.364.338.000,00"
2019-06-16 12:00:00,"225.788.909.067.933.000,00"
2019-06-16 13:00:00,"2.209.384.710.226.310.000,00"
2019-06-16 14:00:00,"2.202.359.921.701.460.000,00"
2019-06-16 15:00:00,"22.414.893.132.906.100,00"
2019-06-16 16:00:00,"2.373.352.700.468.690.000,00"
2019-06-16 17:00:00,"257.141.366.795.620.000,00"
2019-06-16 18:00:00,"28.164.705.194.118.500,00"
2019-06-16 19:00:00,"2.882.379.378.873.170.000,00"
2019-06-16 20:00:00,"2.791.268.682.181.990.000,00"
2019-06-16 21:00:00,"2.687.728.187.453.560.000,00"
2019-06-16 22:00:00,"2.554.510.095.702.180.000,00"
2019-06-16 23:00:00,"241.952.935.369.653.000,00"
2019-06-17 00:00:00,"232.819.464.789.470.000,00"
2019-06-17 01:00:00,"220.983.272.844.762.000,00"
2019-06-17 02:00:00,"209.445.323.489.159.000,00"
2019-06-17 03:00:00,"200.044.801.918.840.000,00"
2019-06-17 04:00:00,"1.956.872.380.690.600.000,00"
2019-06-17 05:00:00,"1.982.081.889.465.340.000,00"
2019-06-17 06:00:00,"2.147.919.570.576.500.000,00"
2019-06-17 07:00:00,"251.556.698.727.354.000,00"
2019-06-17 08:00:00,"280.951.269.896.117.000,00"
2019-06-17 09:00:00,"2.802.519.138.136.670.000,00"
2019-06-17 10:00:00,"265.875.691.408.088.000,00"
2019-06-17 11:00:00,"250.960.700.917.879.000,00"
2019-06-17 12:00:00,"240.352.235.940.594.000,00"
2019-06-17 13:00:00,"2.365.208.137.150.970.000,00"
2019-06-17 14:00:00,"237.206.144.408.427.000,00"
2019-06-17 15:00:00,"242.502.551.921.286.000,00"
2019-06-17 16:00:00,"252.169.727.366.475.000,00"
2019-06-17 17:00:00,"2.736.335.637.368.450.000,00"
2019-06-17 18:00:00,"302.788.484.868.734.000,00"
2019-06-17 19:00:00,"309.407.845.784.412.000,00"
2019-06-17 20:00:00,"2.976.284.322.972.030.000,00"
2019-06-17 21:00:00,"284.227.633.285.786.000,00"
2019-06-17 22:00:00,"2.660.572.723.628.530.000,00"
2019-06-17 23:00:00,"248.650.735.575.448.000,00"
2019-06-18 00:00:00,"238.235.819.162.949.000,00"
2019-06-18 01:00:00,"2.256.405.955.419.300.000,00"
2019-06-18 02:00:00,"213.007.221.779.463.000,00"
2019-06-18 03:00:00,"2.017.838.779.669.380.000,00"
2019-06-18 04:00:00,"195.866.860.523.542.000,00"
2019-06-18 05:00:00,"1.987.459.191.162.680.000,00"
2019-06-18 06:00:00,"214.999.467.834.128.000,00"
2019-06-18 07:00:00,"2.525.253.621.366.700.000,00"
2019-06-18 08:00:00,"2.801.933.212.614.370.000,00"
2019-06-18 09:00:00,"277.880.693.441.663.000,00"
2019-06-18 10:00:00,"2.659.350.781.908.480.000,00"
2019-06-18 11:00:00,"252.329.133.043.848.000,00"
2019-06-18 12:00:00,"243.412.216.637.759.000,00"
2019-06-18 13:00:00,"2.384.590.430.684.210.000,00"
2019-06-18 14:00:00,"2.405.203.871.791.360.000,00"
2019-06-18 15:00:00,"2.472.930.616.630.120.000,00"
2019-06-18 16:00:00,"2.557.320.137.466.980.000,00"
2019-06-18 17:00:00,"2.767.284.544.759.120.000,00"
2019-06-18 18:00:00,"304.623.130.315.411.000,00"
2019-06-18 19:00:00,"3.139.908.176.736.200.000,00"
2019-06-18 20:00:00,"305.903.790.942.543.000,00"
2019-06-18 21:00:00,"2.932.372.309.794.370.000,00"
2019-06-18 22:00:00,"2.763.489.296.124.100.000,00"
2019-06-18 23:00:00,"2.577.075.358.335.120.000,00"
2019-06-19 00:00:00,"246.705.827.465.400.000,00"
2019-06-19 01:00:00,"2.347.128.923.206.630.000,00"
2019-06-19 02:00:00,"2.217.412.575.808.300.000,00"
2019-06-19 03:00:00,"211.181.285.792.568.000,00"
2019-06-19 04:00:00,"2.052.789.706.393.110.000,00"
2019-06-19 05:00:00,"2.080.750.050.656.830.000,00"
2019-06-19 06:00:00,"2.272.255.367.152.600.000,00"
2019-06-19 07:00:00,"2.677.885.324.605.150.000,00"
2019-06-19 08:00:00,"2.975.425.380.705.270.000,00"
2019-06-19 09:00:00,"2.918.559.828.608.360.000,00"
2019-06-19 10:00:00,"2.712.057.724.903.210.000,00"
2019-06-19 11:00:00,"2.564.411.352.545.190.000,00"
2019-06-19 12:00:00,"2.443.317.460.584.210.000,00"
2019-06-19 13:00:00,"2.389.090.558.914.000.000,00"
2019-06-19 14:00:00,"241.871.093.523.746.000,00"
2019-06-19 15:00:00,"2.465.283.259.674.450.000,00"
2019-06-19 16:00:00,"2.552.136.429.461.160.000,00"
2019-06-19 17:00:00,"2.789.654.047.617.280.000,00"
2019-06-19 18:00:00,"3.137.526.748.696.820.000,00"
2019-06-19 19:00:00,"32.461.434.595.492.100,00"
2019-06-19 20:00:00,"3.160.834.797.381.610.000,00"
2019-06-19 21:00:00,"307.023.628.912.837.000,00"
2019-06-19 22:00:00,"2.882.125.856.878.070.000,00"
2019-06-19 23:00:00,"2.670.153.490.402.270.000,00"
2019-06-20 00:00:00,"2.542.215.677.868.790.000,00"
2019-06-20 01:00:00,"2.412.522.976.879.400.000,00"
2019-06-20 02:00:00,"228.388.876.857.727.000,00"
2019-06-20 03:00:00,"2.171.172.023.124.240.000,00"
2019-06-20 04:00:00,"2.112.662.865.098.990.000,00"
2019-06-20 05:00:00,"2.137.647.010.961.040.000,00"
2019-06-20 06:00:00,"2.319.003.415.094.200.000,00"
2019-06-20 07:00:00,"2.707.404.346.282.650.000,00"
2019-06-20 08:00:00,"301.430.495.069.156.000,00"
2019-06-20 09:00:00,"3.002.672.812.815.460.000,00"
2019-06-20 10:00:00,"28.775.017.203.815.500,00"
2019-06-20 11:00:00,"2.749.896.672.389.160.000,00"
2019-06-20 12:00:00,"2.634.873.589.783.160.000,00"
2019-06-20 13:00:00,"258.867.662.952.474.000,00"
2019-06-20 14:00:00,"2.616.238.324.214.820.000,00"
2019-06-20 15:00:00,"2.666.783.335.607.360.000,00"
2019-06-20 16:00:00,"27.513.167.204.741.900,00"
2019-06-20 17:00:00,"2.929.489.884.747.240.000,00"
2019-06-20 18:00:00,"321.355.897.878.896.000,00"
2019-06-20 19:00:00,"3.292.417.857.284.230.000,00"
2019-06-20 20:00:00,"3.221.671.863.138.970.000,00"
2019-06-20 21:00:00,"3.118.013.407.126.250.000,00"
2019-06-20 22:00:00,"2.935.813.133.055.690.000,00"
2019-06-20 23:00:00,"2.732.592.374.731.710.000,00"
2019-06-21 00:00:00,"2.594.839.677.925.280.000,00"
2019-06-21 01:00:00,"2.436.546.555.068.330.000,00"
2019-06-21 02:00:00,"230.195.074.410.899.000,00"
2019-06-21 03:00:00,"2.184.353.181.292.910.000,00"
2019-06-21 04:00:00,"2.122.270.166.392.680.000,00"
2019-06-21 05:00:00,"2.153.660.322.994.470.000,00"
2019-06-21 06:00:00,"2.329.370.289.585.020.000,00"
2019-06-21 07:00:00,"269.894.597.165.238.000,00"
2019-06-21 08:00:00,"3.005.712.008.138.660.000,00"
2019-06-21 09:00:00,"301.178.065.141.038.000,00"
2019-06-21 10:00:00,"285.707.420.142.103.000,00"
2019-06-21 11:00:00,"267.971.250.608.992.000,00"
2019-06-21 12:00:00,"2.538.323.587.261.270.000,00"
2019-06-21 13:00:00,"2.468.471.463.475.370.000,00"
2019-06-21 14:00:00,"2.442.268.986.032.040.000,00"
2019-06-21 15:00:00,"248.193.484.424.235.000,00"
2019-06-21 16:00:00,"2.599.289.354.465.770.000,00"
2019-06-21 17:00:00,"2.852.810.808.041.060.000,00"
2019-06-21 18:00:00,"3.149.540.749.001.280.000,00"
2019-06-21 19:00:00,"3.210.748.576.010.280.000,00"
2019-06-21 20:00:00,"3.143.262.266.413.580.000,00"
2019-06-21 21:00:00,"3.065.086.877.440.860.000,00"
2019-06-21 22:00:00,"2.927.439.416.179.570.000,00"
2019-06-21 23:00:00,"2.760.958.318.086.190.000,00"
2019-06-22 00:00:00,"26.317.599.353.478.400,00"
2019-06-22 01:00:00,"2.477.603.219.239.630.000,00"
2019-06-22 02:00:00,"2.326.448.243.264.900.000,00"
2019-06-22 03:00:00,"2.199.570.547.981.120.000,00"
2019-06-22 04:00:00,"2.125.606.205.376.210.000,00"
2019-06-22 05:00:00,"2.104.027.683.922.480.000,00"
2019-06-22 06:00:00,"2.175.656.808.264.260.000,00"
2019-06-22 07:00:00,"234.833.091.890.997.000,00"
2019-06-22 08:00:00,"257.432.235.676.288.000,00"
2019-06-22 09:00:00,"270.852.078.169.715.000,00"
2019-06-22 10:00:00,"2.645.914.657.689.200.000,00"
2019-06-22 11:00:00,"248.387.267.648.041.000,00"
2019-06-22 12:00:00,"2.344.653.812.066.180.000,00"
2019-06-22 13:00:00,"2.288.102.883.563.040.000,00"
2019-06-22 14:00:00,"229.801.370.727.379.000,00"
2019-06-22 15:00:00,"234.361.391.159.359.000,00"
2019-06-22 16:00:00,"247.233.061.156.661.000,00"
2019-06-22 17:00:00,"2.713.007.732.920.430.000,00"
2019-06-22 18:00:00,"298.851.772.946.021.000,00"
2019-06-22 19:00:00,"305.010.841.168.573.000,00"
2019-06-22 20:00:00,"2.976.680.625.955.470.000,00"
2019-06-22 21:00:00,"2.896.653.055.287.000.000,00"
2019-06-22 22:00:00,"2.793.430.162.516.830.000,00"
2019-06-22 23:00:00,"2.674.377.443.016.180.000,00"
2019-06-23 00:00:00,"2.569.258.685.871.150.000,00"
2019-06-23 01:00:00,"242.388.056.370.208.000,00"
2019-06-23 02:00:00,"2.283.725.229.291.010.000,00"
2019-06-23 03:00:00,"2.161.962.920.136.830.000,00"
2019-06-23 04:00:00,"2.098.870.149.422.740.000,00"
2019-06-23 05:00:00,"2.095.210.551.751.980.000,00"
2019-06-23 06:00:00,"2.146.431.020.108.320.000,00"
2019-06-23 07:00:00,"2.270.898.947.763.380.000,00"
2019-06-23 08:00:00,"245.999.440.637.697.000,00"
